,Categoria,Url_Categoria,Nombre_Curso,URL_Curso
1258,innovation,https://www.edx.org/learn/innovation,Business Principles and Entrepreneurial Thought,https://www.edx.org/xseries/business-principles-entrepreneurial-thought
1259,innovation,https://www.edx.org/learn/innovation,Managing Technology & Innovation: How to deal with disruptive change,https://www.edx.org/micromasters/rwthx-managing-technology-and-innovation-how-to-deal-with-disruptive-change
1260,innovation,https://www.edx.org/learn/innovation,Entrepreneurship,https://www.edx.org/micromasters/iimbx-entrepreneurship
1261,innovation,https://www.edx.org/learn/innovation,Entrepreneurial Opportunities,https://www.edx.org/course/entrepreneurial-opportunities
1262,innovation,https://www.edx.org/learn/innovation,Innovation and Entrepreneurship,https://www.edx.org/professional-certificate/usmx-innovation-and-entrepreneurship
1263,innovation,https://www.edx.org/learn/innovation,Leading Educational Innovation and Improvement,https://www.edx.org/micromasters/michiganx-leading-educational-innovation-and-improvement
1264,innovation,https://www.edx.org/learn/innovation,Managing Technology & Innovation: How to deal with disruptive change,https://www.edx.org/micromasters/rwthx-managing-technology-and-innovation-how-to-deal-with-disruptive-change
1265,innovation,https://www.edx.org/learn/innovation,Design Thinking and Creativity for Innovation,https://www.edx.org/course/design-thinking-and-creativity-for-innovation
1266,innovation,https://www.edx.org/learn/innovation,Agile Innovation and Problem Solving Skills,https://www.edx.org/course/agile-solutions-for-greater-innovation
1267,innovation,https://www.edx.org/learn/innovation,Innovation: From Plan to Product,https://www.edx.org/course/innovation-from-plan-to-product
1268,innovation,https://www.edx.org/learn/innovation,Innovation and Creativity Management,https://www.edx.org/course/innovation-and-creativity-management
1269,innovation,https://www.edx.org/learn/innovation,Innovation and Technology Management in Tourism and Hospitality,https://www.edx.org/course/Innovation-and-Technology-Management-in-Tourism-and-Hospitality
1270,innovation,https://www.edx.org/learn/innovation,"Introduction to Corporate Sustainability, Social Innovation and Ethics",https://www.edx.org/course/introduction-to-corporate-sustainability-social-in
1271,innovation,https://www.edx.org/learn/innovation,Landscape Finance: Investing in Innovation for Sustainable Landscapes,https://www.edx.org/course/landscape-finance-investing-in-innovation
1272,innovation,https://www.edx.org/learn/innovation,Leading Educational Innovation and Improvement Capstone,https://www.edx.org/course/leading-educational-innovation-and-improvement-cap
1273,innovation,https://www.edx.org/learn/innovation,Executing Breakthrough Innovations with the Three Box Solution,https://www.edx.org/course/executing-breakthrough-innovations-with-the-three
1274,innovation,https://www.edx.org/learn/innovation,Technology Innovation for Sustainable Development,https://www.edx.org/course/technology-innovation-for-sustainable-development
1275,innovation,https://www.edx.org/learn/innovation,"Policy for Science, Technology and Innovation",https://www.edx.org/course/policy-for-science-technology-and-innovation
1276,innovation,https://www.edx.org/learn/innovation,Digital Technology and Innovation,https://www.edx.org/course/digital-technology-and-innovation
1277,innovation,https://www.edx.org/learn/innovation,Creating and Sustaining an Innovation Culture,https://www.edx.org/course/creating-and-sustaining-an-innovation-culture
1278,innovation,https://www.edx.org/learn/innovation,Reinvent yourself: Unleash your creativity,https://www.edx.org/course/reinvent-yourself-unleash-your-creativity
1279,innovation,https://www.edx.org/learn/innovation,Creativity & Entrepreneurship,https://www.edx.org/course/creativity-entrepreneurship
1280,innovation,https://www.edx.org/learn/innovation,Creating Innovative Business Models,https://www.edx.org/course/creating-innovative-business-models
1281,innovation,https://www.edx.org/learn/innovation,Financing Innovative Ventures,https://www.edx.org/course/financing-innovative-ventures
1282,innovation,https://www.edx.org/learn/innovation,Creative Thinking: Techniques and Tools for Success,https://www.edx.org/course/creative-thinking-techniques-and-tools-for-success
1283,innovation,https://www.edx.org/learn/innovation,Business Model Innovation,https://www.edx.org/professional-certificate/delftx-business-model-innovation
1284,innovation,https://www.edx.org/learn/innovation,Find the right markets for your innovation - A tool for entrepreneurs and innovators for choosing which markets to play in.,https://www.edx.org/course/find-the-right-markets-for-your-innovation-a-tool
1285,innovation,https://www.edx.org/learn/innovation,Global Environment and Trends in Technological Innovation,https://www.edx.org/course/global-environment-and-trends-in-technological-innovation
1286,innovation,https://www.edx.org/learn/innovation,Organizational innovation and creativity,https://www.edx.org/course/organizational-innovation-and-creativity
1287,innovation,https://www.edx.org/learn/innovation,Business Models for Technology Innovators,https://www.edx.org/course/business-models-for-technology-innovators
1288,innovation,https://www.edx.org/learn/innovation,Sustainable Supply Chain Professional Certification Exam Prep,https://www.edx.org/professional-certificate/iscea-sustainable-supply-chain-professional-certification-exam-prep
1289,international-business,https://www.edx.org/learn/international-business,Global Business Leadership and Management,https://www.edx.org/micromasters/thunderbirdx-global-business-leadership-and-management
1290,international-business,https://www.edx.org/learn/international-business,International Hospitality Management,https://www.edx.org/micromasters/hkpolyux-international-hospitality-management
1291,international-business,https://www.edx.org/learn/international-business,Development in Emerging Economies: The Case of China,https://www.edx.org/course/development-in-emerging-economies-the-case-of-china-2
1292,international-business,https://www.edx.org/learn/international-business,Ethical Decision-Making: Labor and Production Dilemmas,https://www.edx.org/course/ethical-decision-making-labor-and-production-dilemmas
1293,international-business,https://www.edx.org/learn/international-business,How to Design a Successful Business Model,https://www.edx.org/course/how-to-design-a-successful-business-model
1294,international-business,https://www.edx.org/learn/international-business,Foundations of Ethical Decision-Making: Government and Political Issues,https://www.edx.org/course/ethical-analysis-of-government-and-political-issues
1295,international-business,https://www.edx.org/learn/international-business,Global Business and Human Rights,https://www.edx.org/course/global-business-and-human-rights
1296,international-business,https://www.edx.org/learn/international-business,"Global Impact of China's Economy, Politics and Markets",https://www.edx.org/professional-certificate/enodo-global-impact-of-chinas-economy-politics-and-markets
1297,international-business,https://www.edx.org/learn/international-business,Ethical Decision-Making for Global Managers,https://www.edx.org/professional-certificate/georgetownx-ethical-decision-making-for-global-managers
1298,international-business,https://www.edx.org/learn/international-business,Sustainable Tourism,https://www.edx.org/professional-certificate/sustainable-tourism-wageningenx
1299,international-business,https://www.edx.org/learn/international-business,Financial Regulation: From the Global Financial Crisis to Fintech and the COVID Pandemic,https://www.edx.org/course/financial-regulation-from-the-global-financial-crisis-to-fintech-and-the-covid-pandemic
1300,international-business,https://www.edx.org/learn/international-business,Sustainable Trade,https://www.edx.org/course/sustainable-trade
1301,international-business,https://www.edx.org/learn/international-business,The UN Sustainable Development Goals: an Interdisciplinary Academic Introduction,https://www.edx.org/course/the-un-sustainable-development-goals-an-interdisci
1302,international-project-management,https://www.edx.org/learn/international-project-management,International Project Management,https://www.edx.org/course/international-project-management
1303,internet-marketing,/learn/internet-marketing,,
1304,interview,https://www.edx.org/learn/interview,"Resume, Networking, and Interview Skills",https://www.edx.org/course/resume-networking-and-interview-skills-2
1305,interview,https://www.edx.org/learn/interview,Conducting an Informational Interview,https://www.edx.org/course/conducting-an-informational-interview
1306,interview,https://www.edx.org/learn/interview,Intercultural Communication at Work – Land the job and do it well,https://www.edx.org/course/intercultural-communication-at-work-land-the-job-and-do-it-well
1307,journalism,/learn/journalism,,
1308,knowledge-management,https://www.edx.org/learn/knowledge-management,Knowledge Management and Big Data in Business,https://www.edx.org/course/knowledge-management-and-big-data-in-business
1309,knowledge-management,https://www.edx.org/learn/knowledge-management,Idea Development: Create and Implement Innovative Ideas,https://www.edx.org/course/idea-development-create-and-implement-innovative-i
1310,knowledge-management,https://www.edx.org/learn/knowledge-management,Business Excellence in a knowledge-driven Industry 4.0 world,https://www.edx.org/professional-certificate/hkpolyux-business-excellence-in-a-knowledge-driven-industry-40-world
1311,knowledge-management,https://www.edx.org/learn/knowledge-management,Digital Leadership,https://www.edx.org/micromasters/bux-digital-leadership
1312,knowledge-management,https://www.edx.org/learn/knowledge-management,Innovation and Technology Management in Tourism and Hospitality,https://www.edx.org/course/Innovation-and-Technology-Management-in-Tourism-and-Hospitality
1313,landscape-finance,https://www.edx.org/learn/landscape-finance,Sustainable & Inclusive Landscapes,https://www.edx.org/professional-certificate/wageningenx-sustainable-inclusive-landscapes
1314,landscape-finance,https://www.edx.org/learn/landscape-finance,Landscape Finance: Investing in Innovation for Sustainable Landscapes,https://www.edx.org/course/landscape-finance-investing-in-innovation
1315,landscape-finance,https://www.edx.org/learn/landscape-finance,Landscape Leadership: Catalyse Sustainable Development in Landscapes,https://www.edx.org/course/landscape-leadership-catalyse-sustainability
